0.115707	16032.2
0.115708	16318.5
0.115709	16318.5
0.11571	15745.9
0.115711	16032.2
0.115712	16032.2
0.115713	15745.9
0.115714	16032.2
0.115715	15745.9
0.115716	16318.5
0.115717	16032.2
0.115718	16032.2
0.115719	15745.9
0.11572	16318.5
0.115721	16604.8
0.115722	16318.5
0.115723	16318.5
0.115724	16318.5
0.115725	16604.8
0.115726	16318.5
0.115727	16604.8
0.115728	16032.2
0.115729	16032.2
0.11573	14600.7
0.115731	16032.2
0.115732	16032.2
0.115733	16032.2
0.115734	16032.2
0.115735	15745.9
0.115736	16032.2
0.115737	16318.5
0.115738	16032.2
0.115739	16318.5
0.11574	15745.9
0.115741	16604.8
0.115742	16318.5
0.115743	16604.8
0.115744	16318.5
0.115745	16318.5
0.115746	16318.5
0.115747	16318.5
0.115748	16604.8
0.115749	16318.5
0.11575	18036.2
0.115751	16032.2
0.115752	16032.2
0.115753	16032.2
0.115754	16032.2
0.115755	16032.2
0.115756	16318.5
0.115757	16604.8
0.115758	16318.5
0.115759	16318.5
0.11576	16318.5
0.115761	16318.5
0.115762	16604.8
0.115763	16318.5
0.115764	16318.5
0.115765	16318.5
0.115766	16318.5
0.115767	16604.8
0.115768	16604.8
0.115769	16604.8
0.11577	16318.5
0.115771	16604.8
0.115772	16318.5
0.115773	16318.5
0.115774	16318.5
0.115775	16318.5
0.115776	16604.8
0.115777	16032.2
0.115778	16318.5
0.115779	16032.2
0.11578	16604.8
0.115781	16604.8
0.115782	16604.8
0.115783	16604.8
0.115784	16318.5
0.115785	16604.8
0.115786	16318.5
0.115787	16604.8
0.115788	16604.8
0.115789	16318.5
0.11579	16604.8
0.115791	16318.5
0.115792	16032.2
0.115793	16318.5
0.115794	16032.2
0.115795	16318.5
0.115796	16318.5
0.115797	16318.5
0.115798	16318.5
0.115799	16032.2
0.1158	16891.1
0.115801	16318.5
0.115802	16604.8
0.115803	16318.5
0.115804	16891.1
0.115805	16891.1
0.115806	16318.5
0.115807	16604.8
0.115808	16318.5
0.115809	16604.8
0.11581	16318.5
0.115811	16318.5
0.115812	16318.5
0.115813	16604.8
0.115814	16318.5
0.115815	16604.8
0.115816	16604.8
0.115817	16604.8
0.115818	16604.8
0.115819	16604.8
0.11582	16891.1
0.115821	16891.1
0.115822	16604.8
0.115823	16604.8
0.115824	16604.8
0.115825	16318.5
0.115826	16891.1
0.115827	16604.8
0.115828	16318.5
0.115829	16604.8
0.11583	16604.8
0.115831	16318.5
0.115832	16604.8
0.115833	16604.8
0.115834	16604.8
0.115835	16318.5
0.115836	16318.5
0.115837	16604.8
0.115838	16604.8
0.115839	16318.5
0.11584	16604.8
0.115841	16891.1
0.115842	16604.8
0.115843	16891.1
0.115844	16891.1
0.115845	16318.5
0.115846	16604.8
0.115847	16604.8
0.115848	16604.8
0.115849	15173.3
0.11585	16604.8
0.115851	16604.8
0.115852	16891.1
0.115853	16604.8
0.115854	16604.8
0.115855	16318.5
0.115856	16604.8
0.115857	16318.5
0.115858	16604.8
0.115859	16604.8
0.11586	16604.8
0.115861	16604.8
0.115862	16891.1
0.115863	16891.1
0.115864	16891.1
0.115865	16604.8
0.115866	16604.8
0.115867	16604.8
0.115868	16604.8
0.115869	17463.6
0.11587	16604.8
0.115871	16604.8
0.115872	16891.1
0.115873	16604.8
0.115874	16604.8
0.115875	16604.8
0.115876	16891.1
